run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,381,0.07299327099417138,800,3273.458,0.19047003030151208
2,332,0.08957750251494258,321,1953.9495,0.34455041747360704
3,561,0.053256131748464657,999,6066.752,0.4453928848944352
4,345,0.09292190109474072,189,881.28,0.7653514224571595
5,263,0.11332749776513858,214,790.544,0.21837461790204502
6,253,0.11506242714380559,962,4429.8375,0.3849658757389299
7,367,0.08597217008918118,556,3003.109,0.437576032468506
8,265,0.11485638888377064,336,1479.33775,1.2411249979936851
9,296,0.10695423951020112,90,366.03503125,0.6144018407080423
10,289,0.09715395072752217,420,1953.376375,0.5247159905886362
