run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,753,0.014426840570660068,368,4051.45575,0.20879543111084467
2,954,0.011467835688241123,765,8269.538,0.3214965502998013
3,1000,0.01048068904876709,999,10785.207,0.0723345775124617
4,522,0.02236704442692899,686,5292.8475,0.11988818019956807
5,830,0.012791309586490494,999,11008.509,0.38290499643456327
6,740,0.01443255140974715,999,8932.167,0.10965216784247173
7,842,0.011465120202288775,999,11264.22,0.07054146660951956
8,712,0.015873319647285375,999,11298.481,0.1099022439206176
9,571,0.019436413686455028,288,1891.819875,0.0929582444037557
10,963,0.013689415477146612,999,12358.742,0.16224332932413768
