run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,41,0.2932271253258568,5000,2941.318932533264,0.754318230079049
2,96,0.12104334527950893,5000,2994.9720656871796,0.30968247308228314
3,82,0.16983674274592916,5000,2949.4029722213745,0.43407718315851923
4,149,0.08380232164919828,5000,3564.3752987384796,0.21383121055279652
5,105,0.11212150345039434,5000,3325.9051673412323,0.2848030672314765
6,73,0.1586070979584716,5000,3041.084604740143,0.41227018720198216
7,60,0.2215069159692101,5000,3153.9254653453827,0.5707442744807242
8,116,0.09854421047348083,5000,3165.1160912513733,0.2569656497507068
9,127,0.095142825023121,5000,3525.1817581653595,0.2418004730834414
10,118,0.09801652270361266,5000,3412.213903903961,0.24942993640561242
