run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,184,0.04651050505850479,181,98.259609375,1.5217081259114117
2,56,0.06576719864555027,597,447.13909375,1.013857336702986
3,312,0.010680151774965484,927,1007.785125,1.1203512613147755
4,205,0.12602594065111735,1999,809.2250625,1.2900320868679258
5,624,0.102612695814688,151,192.814171875,1.2389251981818663
6,119,0.15253291587152425,97,451.37825,1.2129878926074363
7,159,0.17786123906812703,989,943.339375,1.5636767935478664
8,105,0.20766893680858989,865,909.4065,1.5897907138754257
9,180,0.19348175048828124,151,85.636265625,1.3012833599988372
10,203,0.19555800172579847,1999,1004.146125,1.3849738481164636
