run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,61,0.15895159359526065,5000,1242.180157661438,0.4078741893666485
2,52,0.23913671099759068,5000,1362.9705500602722,0.606007917569542
3,145,0.08408619972850721,5000,1564.157958984375,0.21759658916418273
4,104,0.10129607757868346,5000,1451.6556577682495,0.25616389886243973
5,113,0.11702164192187366,5000,1469.330404996872,0.29809364497943536
6,158,0.06784155934026874,5000,1682.6862633228302,0.17286103875705236
7,140,0.08613686607090841,5000,1737.2308387756348,0.21731599852999497
8,132,0.09711308500438617,5000,1604.3775579929352,0.24515858031678445
9,248,0.05096962981018908,5000,2193.614879131317,0.1289025394718889
10,163,0.07797601046585506,5000,2032.206515789032,0.1963573731627875
