run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,215,0.05736149474189527,5000,3751.7469708919525,0.14866098223807822
2,195,0.06768117858103417,5000,6170.450584411621,0.1693822127722753
3,151,0.07792098913442885,5000,1706.1725935935974,0.19895643650510478
4,203,0.0677146740642065,5000,1928.0283546447754,0.17051293606001874
5,131,0.0734609046003075,5000,1558.0546519756317,0.1894761160367483
6,238,0.05559030024562197,5000,2229.6606814861298,0.13936515136119776
7,145,0.09390391901709123,5000,1893.5551471710205,0.23833970345297154
8,93,0.13220744191335,5000,2833.5550339221954,0.3368201288608296
9,191,0.06645716386043177,5000,3136.671105861664,0.16753838039488494
10,187,0.06906303809365766,5000,1731.0944690704346,0.1763033983242131
