run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,70,0.1853231702532087,1999,489.132,1.861417531328542
2,76,0.15502198118912547,1999,572.4045625,1.9754917909832377
3,42,0.2646734146844773,1999,304.8809375,2.748418767892179
4,67,0.15517263270136136,1999,482.0250625,1.6831399523722592
5,185,0.06484969886573586,1999,2552.68875,2.0484260912883925
6,88,0.11836915666406805,1999,2466.41475,1.9209786978634922
7,182,0.07095142511221078,1999,1743.905875,1.7155677846499853
8,113,0.09979598290097397,1999,732.64425,1.4713051365276353
9,111,0.09173583984375,1999,2242.644,1.903350583739109
10,54,0.21160302338776765,1999,1549.61375,1.7501466216312513
