run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,134,0.12581031002215484,1999,4560.077,1.026708398347915
2,270,0.06786118966561777,1999,7396.4905,0.7706259093074886
3,61,0.34452516524518123,1999,1722.649125,1.310714562733968
4,96,0.1548047661781311,1999,2629.5975,0.6580913364887238
5,188,0.09594120877854367,1999,5271.929,0.41694944548083746
6,168,0.11137837455386207,1999,5651.8915,1.2543404812052372
7,116,0.15721120505497374,1999,4318.4705,0.6566306799650192
8,106,0.16054437745292233,1999,3020.85375,0.5960044314463934
9,452,0.0421252968037023,1999,12303.002,0.38362975325710125
10,205,0.07926496180092416,1999,7206.3875,0.6158340986787788
