run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,162,0.10570345984564887,240,802.6050625,0.3583589307810544
2,367,0.05667580440843463,649,1400.795125,0.23375104778834518
3,65,0.3110690190241887,672,2071.516875,1.0433920200818625
4,167,0.10216455973550945,273,854.5073125,0.6446341670112695
5,536,0.03486027646420607,156,526.93625,0.17623674365186795
6,320,0.05368226766586304,940,3853.03125,0.25905119567954293
7,396,0.037791579660743174,305,596.035,0.11513765567995181
8,119,0.1746078459154658,82,156.9705625,0.814118808745837
9,190,0.10244901556717723,477,2405.458,0.2431049310193773
10,103,0.17103648880153027,528,1499.448875,0.5015747958739984
