run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,111,0.09832622768642667,1999,733.5476875,0.9194875349131253
2,243,0.057443116427449044,1999,1713.428875,1.5245391351818547
3,374,0.029742256205349683,1999,2366.58975,0.5649202677675269
4,210,0.05219001770019531,1999,1484.1325,2.066311999578916
5,111,0.099988215678447,1999,799.8386875,1.377267016550979
6,120,0.1099392573038737,1999,996.5738125,0.9351487895473838
7,106,0.1098529707710698,1999,832.252375,1.3351667769393831
8,356,0.0380576326605979,406,444.91353125,1.4331033788202854
9,79,0.12608390518381626,1999,579.7395,1.416259309536294
10,264,0.05136783917744955,1999,1880.764625,1.3304756327927338
