run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,82,0.1357764267339939,1999,662.1395625,0.992193318994307
2,69,0.1612539014954498,1999,530.9248125,1.617998454341854
3,102,0.10732600268195658,1999,725.0415,1.2481961342341759
4,112,0.10493814945220947,1999,734.8785625,2.148401919153652
5,52,0.18636406384981596,1999,340.73378125,2.0612141952778282
6,68,0.15796974126030416,1999,432.722875,2.0190456059268294
7,90,0.14397364722357855,1999,609.876,1.6413301775024998
8,120,0.10076368649800618,1999,830.5695,2.0527110596187415
9,84,0.12988682020278203,1999,615.4778125,1.9450849642356236
10,73,0.19662672852816648,1999,542.562,1.733978273117379
