run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,126,0.10783332491677905,2000,865.312,0.5343377539178445
2,117,0.10184089138976529,2000,887.443375,0.2894583022317443
3,500,0.023659645080566408,2000,1390.186875,
4,500,0.02527288055419922,2000,2781.5585,0.09055366616602988
5,57,0.1974207560221354,1507,238.87640625,0.8399716609141283
6,96,0.11955287059148152,2000,556.9641875,0.4510169007407967
7,112,0.11059558391571045,2000,944.0779375,0.33915017520277096
8,206,0.0640146107349581,2000,1254.96325,0.2029486353536254
9,179,0.06595278052644357,2000,1036.430625,0.2315417362231366
10,151,0.08070305325337593,2000,1225.486375,0.27404438039065887
