run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,52,0.6317446782038763,1424,229.51375,1.0521335459672487
2,63,0.49080203828357516,1924,401.40090625,0.6299416992281165
3,65,0.5072823157677284,374,115.898296875,0.8571174182570898
4,64,0.4821202754974365,1477,296.772375,0.7988140940316952
5,83,0.351515459727092,151,62.98019140625,0.4807090954967292
6,105,0.30478043329148063,2000,645.48125,0.49387613571825484
7,74,0.4059818886421822,1245,291.0324375,0.6070249092437932
8,62,0.529938482469128,1158,246.972125,0.6541957925404271
9,500,0.06601251220703125,2000,1094.107375,
10,169,0.18555898497090537,1636,829.823875,0.630342868534771
