run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,86,0.1364008437755496,2000,2769.21175,0.6193672862596983
2,51,0.26986241808124617,2000,563.7416875,0.9404447455616558
3,40,0.29280943870544435,631,90.6934140625,1.0189584253355861
4,33,0.3762879227146958,1637,167.318484375,1.2497882224393613
5,51,0.2459404515285118,1368,224.578671875,0.9469201271148289
6,52,0.23867944570688102,625,105.5846875,1.1666114171250508
7,30,0.4076521555582682,90,21.508275390625,1.2629645340144635
8,26,0.4343260251558744,1230,102.786921875,1.483911473590594
9,45,0.2690604739718967,150,27.46645703125,1.1597702274719874
10,60,0.20053760210673013,1448,289.12684375,1.036671560568114
