run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,149,0.08732675385955196,1999,4197.0895,1.470146704340141
2,148,0.0820355157594423,1999,3755.832,1.8396110787887026
3,93,0.12402068927723875,1999,2711.12725,1.0782186090946198
4,137,0.0979955909896071,1999,3413.264,0.9304426833987236
5,105,0.12769017900739396,1999,2835.56475,0.5419772169419698
6,284,0.04596140686894806,1999,7726.7005,1.1334589966507236
7,138,0.08358126101286514,1999,3597.745,1.331454936414957
8,150,0.07114883422851563,1999,4066.21275,0.39998340676228206
9,57,0.18235651652018228,40,36.18255859375,0.48474133759737015
10,80,0.13649418354034423,1999,2206.4655,0.7082797288894653
