run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,23,0.5336270954297937,301,20.62501171875,2.058222724691681
2,33,0.33229741183194245,850,80.779734375,1.74201548325293
3,19,0.5685650674920333,818,43.86489453125,2.197320983598107
4,33,0.3703301747639974,2000,181.727609375,1.8159656262759007
5,24,0.4271911382675171,390,27.98041015625,1.23457856507351
6,20,0.5849875450134278,985,55.92433203125,2.0949111334979533
7,24,0.44996412595113117,1278,89.75475,1.6243763444945216
8,21,0.6143606276739211,1735,104.603265625,2.153331213763782
9,34,0.38504594915053425,446,50.08077734375,1.4348414268563776
10,16,0.7576931715011597,284,18.089375,2.1427204199135303
