run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,68,0.19350556766285615,77,108.8169375,0.8477845190859893
2,58,0.21722379224053745,89,121.794640625,1.0991125894260818
3,188,0.06784519236138527,156,210.97759375,0.30225845263834966
4,93,0.1410136274112168,310,310.54853125,0.6731272868571743
5,103,0.0987713174912536,147,177.890890625,1.298633603216375
6,115,0.09411616118057914,187,276.6310625,0.35292973534568495
7,93,0.1338530714793872,84,104.9181171875,0.9967391818201029
8,57,0.20370988678513913,104,85.3155625,1.1851103801214904
9,154,0.08003933398754566,999,2416.99925,0.7561170341471186
10,73,0.14034073973355227,106,94.5026796875,0.4955770523376661
