run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,75,0.1591229756673177,413,127.8890625,0.5264863206694523
2,38,0.34449459377088043,439,50.53361328125,1.1635493789064257
3,42,0.27341309047880624,1239,161.239109375,1.0957936141639948
4,59,0.2014748201531879,2000,328.68334375,0.6971761732030723
5,151,0.09055903731592443,150,87.1225546875,0.48050079958525715
6,131,0.08583070303647573,86,53.873265625,0.4926672140491828
7,102,0.10660360373702704,2000,600.2805625,0.32327152399674935
8,60,0.18066234588623048,2000,368.27675,0.5771610515192152
9,62,0.2148502565199329,567,172.177296875,0.7142837584138878
10,59,0.19961108191538665,2000,384.68390625,0.5297339648892314
