run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,1000,0.012924728393554687,377,5485.115,0.08192494542291388
2,1000,0.011877737045288085,248,3646.37875,0.04375732576707378
3,733,0.015659506616943694,999,11870.358,0.3167080082606631
4,1000,0.012224609375,234,3099.299,0.02216067539388314
5,906,0.011207231096347699,774,10283.725,0.12303420695657154
6,789,0.015217662613050414,999,13198.286,0.15105630960775815
7,1000,0.013720464706420899,212,2632.67725,0.043337721571093425
8,1000,0.01404117488861084,999,13210.067,0.07816735983500257
9,839,0.01376083610452827,999,7255.4835,0.10950993144656038
10,1000,0.01207344627380371,800,2163.14975,0.07372096136398613
