run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,153,0.13367464651469313,72,132.71134375,0.9140498079481273
2,322,0.08141109513940278,999,4467.0285,0.796249064787505
3,183,0.12778579211625896,71,163.957421875,0.6820490397156669
4,460,0.05363116886304772,789,3131.59725,0.2074177915736547
5,327,0.06931944214240492,713,3351.9365,0.28898243108530747
6,274,0.08690984405740335,306,1140.821875,0.5382138655391814
7,274,0.09063587745610815,969,5366.406,0.31248921714043315
8,381,0.06003377318695149,395,1111.04775,0.15832151642210995
9,285,0.08420717339766653,564,2956.6235,1.2884479613745945
10,486,0.04852108504055949,667,3834.5825,0.5296104677719037
