run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,103,0.10222517235686035,5000,1475.409627199173,0.2600930463354884
2,122,0.09714551515686437,5000,1886.9093430042267,0.2457226710818369
3,43,0.24767176613518688,5000,1252.1132054328918,0.6400013085452122
4,102,0.1099031294011332,5000,1892.7951226234436,0.2774892402366286
5,56,0.20314942600770783,5000,1305.6940071582794,0.5237060940235148
6,33,0.31711319110964037,5000,1332.2085328102112,0.829813449913843
7,86,0.13839070493336425,5000,1382.9916467666626,0.35621960838872857
8,71,0.1738811153228132,5000,1605.0393114089966,0.43997753078933993
9,102,0.12509700910529156,5000,1420.4130582809448,0.3212994909692502
10,102,0.1230800777106782,5000,1594.001594543457,0.3136844608178773
