run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,70,0.17262492861066545,2000,530.60075,0.5138867065044386
2,33,0.3427970192649148,365,38.41517578125,1.1101415033141773
3,52,0.22621693977942833,2000,366.71434375,0.9125092007721273
4,39,0.29673446753086186,2000,224.048984375,0.8397201778223882
5,55,0.1804433822631836,2000,462.61484375,0.825836986980655
6,59,0.1943152961084398,2000,1321.5305,0.7797124749523098
7,39,0.27057699056772083,1632,1274.399,0.9684207489093145
8,57,0.19934654235839844,2000,1334.730625,0.9143614916032866
9,101,0.13353338336000348,2000,2589.141,0.617950700868917
10,37,0.2850508045505833,959,582.530625,1.06050191567959
