run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,773,0.014790076025090582,999,1887.277125,0.5849599993605779
2,523,0.023210514571880975,999,1407.16375,0.09991970194955971
3,244,0.040292333384029204,999,728.79225,0.21942706554212044
4,731,0.01731353060491434,999,1354.953875,0.061228955893302094
5,474,0.02477002445655533,999,1664.30375,0.3959871521101722
6,283,0.040423504455350735,225,240.986921875,0.7488950091766279
7,598,0.0230186711186948,999,1327.905625,0.47258179283616786
8,464,0.023404894203975284,575,295.1266875,0.08972671422665811
9,640,0.017677220702171325,999,1062.85,0.25929851146211147
10,568,0.02038312294113804,999,1538.755375,0.07545817203977158
