run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,98,0.2263213566371373,2000,620.8895,0.5477597546022461
2,69,0.36841301296068274,996,265.37765625,0.7366718433905339
3,58,0.43318370292926656,1282,239.867,0.9658770952694888
4,66,0.37350041938550543,1726,378.36634375,0.9192098063332114
5,134,0.1779627159460267,343,164.771234375,0.8253701310465807
6,117,0.213696047791049,1264,459.577375,0.638662083647572
7,60,0.3551726977030436,823,161.192984375,0.7464011617315313
8,114,0.19354341741193803,2000,686.1891875,0.44440808991917913
9,69,0.30727665666220844,2000,455.03878125,0.744022655206314
10,61,0.35402254198418287,2000,390.07584375,0.5493835915246459
