run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,55,0.25837230682373047,2000,354.5475,0.8022690222005953
2,109,0.10217982475910711,1968,669.3380625,0.6747331616784865
3,86,0.1194958908613338,2000,563.6678125,0.41849141344861235
4,115,0.1037564982538638,2000,670.4435,0.3129371432992427
5,167,0.07204526341603902,2000,1011.6801875,0.22951509523579103
6,66,0.16296034148245148,2000,443.8393125,0.4876856039927313
7,253,0.05220554185950238,2000,1385.2095,0.35953097586545785
8,58,0.23159408569335938,2000,342.34546875,0.6475433792340858
9,79,0.13670846480357496,2000,483.97346875,0.716410610871979
10,198,0.0697398522887567,2000,1154.101625,0.24595792101451544
