run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,221,0.013351923360453023,1998,7609.56,1.1904765260296982
2,223,0.012978791074054996,1999,7566.89,0.5641196189493667
3,184,0.012040750676935369,1999,6205.59925,1.066457000374794
4,270,0.003435755817830062,1999,9969.564,0.7054230228066444
5,205,0.017112179814552775,1999,9445.09625,1.2932599862315216
6,283,0.004214361017400568,1999,9773.175,0.20529084507089394
7,253,0.008398021100515342,1999,9902.5005,1.2045385074543666
8,220,0.017260196685791016,1999,9697.21375,0.9052664834159341
9,202,0.01227699089050293,1999,9596.998125,2.050441245237986
10,268,0.002082294393468786,1999,5042.97975,1.012032127159613
