run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,263,0.04622297685862494,1999,6631.1575,1.414781030267477
2,178,0.064354682236575,1999,4667.2305,0.31453997231601327
3,160,0.07910016775131226,1999,4366.7745,0.36748258024454117
4,187,0.06703824027974338,1999,4969.2325,0.4463285021483898
5,288,0.03918533855014377,1999,8810.448,0.3171510398387909
6,176,0.07591346177187833,1999,5382.082,0.28456462547183037
7,269,0.04692356648498308,1999,6578.133,0.2642476763576269
8,108,0.10819113696063007,1999,2969.92275,0.39000641116527496
9,627,0.021822403112286778,1999,16557.751,0.1620438048093204
10,245,0.054559886698820156,1999,7650.157,0.7164482101798058
