run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,497,0.02219681768590056,463,2477.40675,0.2945537698835554
2,157,0.06611062311063147,999,1890.0745,0.4112737767611909
3,328,0.03748150569636647,173,565.0981875,0.2851588961543379
4,244,0.05196468165663422,144,415.70871875,1.414038008514059
5,509,0.02259315348327277,849,2027.447,0.18323835808864278
6,520,0.024111296580387995,413,1056.788125,0.2803500676026138
7,76,0.18323185569361636,87,115.4888359375,1.3367610046836107
8,283,0.037793445924145595,711,1393.976875,0.2701871167381324
9,327,0.035396768412458784,999,4697.3935,0.11014879861738339
10,234,0.05397593669402294,320,983.9225625,0.2834357085168107
