run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,195,0.0567570564074394,999,3218.685,0.8896555630251383
2,88,0.1269387115131725,999,2590.21225,0.5617750987241213
3,137,0.08688314117654397,520,1948.063625,0.3761036535792977
4,218,0.05503216139767148,650,2327.01375,0.9668118021186065
5,308,0.03708121683690455,999,5099.9205,0.8491059496164225
6,125,0.09553661346435546,999,4017.577,0.3195705900490284
7,215,0.0577037722565407,536,2463.3955,0.2663144782878632
8,191,0.05943305829432622,739,2562.583,1.7060148797500196
9,78,0.13937852321526942,148,219.934296875,0.457700179459957
10,267,0.04470540878924538,999,4527.4865,0.584321650596203
