run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,124,0.10300870095529864,1999,548.1023125,1.33698130221737
2,500,0.02330482292175293,101,116.2772890625,1.0769510794300585
3,500,0.019210836410522462,101,108.0446875,1.0933762024138123
4,500,0.024583240509033204,101,111.8833203125,1.1767259832527488
5,379,0.0348115684489147,1999,1669.40975,1.2451301187763388
6,293,0.04878129080293935,1999,1388.53325,1.2627355322279925
7,500,0.024596025466918945,204,228.703765625,0.9224004698451609
8,229,0.04638189623970132,1999,1573.54425,0.45053211231939655
9,500,0.025955955505371095,101,111.002203125,1.2776179992631078
10,500,0.02371516227722168,101,115.0918828125,1.1596439134525136
