run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,79,0.18500328063964844,1999,2264.48075,0.6470117201156254
2,242,0.04628432486668106,1999,6727.735,0.35436320529619525
3,145,0.07223356838884025,1999,4118.18125,1.4292817474439226
4,98,0.10745023221385722,1999,2925.858,0.8582386448979378
5,65,0.162371092576247,1999,1845.073375,0.640784777700901
6,91,0.11849776467124185,1999,4575.313,0.3825596421957016
7,77,0.13463654456200538,1999,1885.67175,1.2406900972127914
8,56,0.18961681638445174,1999,1398.45975,0.8809533715248108
9,113,0.11142550105542208,1999,3052.431,0.5113452096692229
10,80,0.14430532455444336,1999,2334.56175,0.6931692063808441
