run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,29,0.4019318613512763,1443,118.0051875,1.2975927601600517
2,40,0.330560302734375,493,48.9786875,0.9057018633931875
3,58,0.21009928604652142,1632,249.80659375,0.9401970801168474
4,41,0.291566104423709,2000,226.828453125,1.4374633960244132
5,49,0.23352946067342953,2000,269.72728125,0.6778730108421676
6,37,0.4001273593387088,438,51.3936875,1.7933245591215186
7,41,0.31063342675930117,1455,159.24203125,0.9797440527415857
8,44,0.26519573818553577,1429,185.545046875,1.0531951864673332
9,42,0.2589451926095145,1245,128.939875,1.091780901842174
10,45,0.2847921159532335,1002,123.245,0.9012030644549264
