run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,59,0.20365944555250265,1916,328.97459375,0.8046589512062274
2,27,0.42088070622196905,1176,87.90825,1.2745799554718866
3,52,0.23185344842764047,2000,289.22896875,0.7036569289003427
4,55,0.2261632745916193,2000,366.57665625,0.812508166174997
5,48,0.2687896490097046,1104,221.625671875,0.7633988917805254
6,39,0.2790915171305339,781,101.7030078125,0.8690651949399557
7,99,0.1113343672318892,328,110.879921875,0.48093012697768933
8,54,0.2095635555408619,1797,307.8119375,0.6798482423441278
9,118,0.09956663745944783,2000,674.7228125,0.5571193750947714
10,75,0.1615032958984375,637,161.87909375,0.5136610833307107
