run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,94,0.12145612594929148,2000,563.522,0.39955199862572743
2,126,0.06741702367389013,256,114.0677109375,0.48570987171242164
3,43,0.2820173086122025,1083,137.687953125,0.9705494055741055
4,43,0.313241581584132,2000,260.788796875,0.890502656528423
5,84,0.14590676625569662,2000,584.787375,0.5685327403868238
6,84,0.13024517468043736,2000,724.4135,0.4724833710296523
7,73,0.13696253789614324,2000,422.03534375,0.4943361056534803
8,71,0.16489668295417034,2000,411.612375,0.48767397657666406
9,77,0.15050871960528486,2000,597.8019375,0.45116266575581454
10,127,0.09970021435594935,2000,702.4531875,0.3445552429404315
