run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,124,0.05971311085259737,1999,986.3435625,1.1546093050501685
2,130,0.0418731689453125,1999,781.6750625,2.0785904260352256
3,154,0.06352303295600705,1999,1110.6984375,1.0571316368968747
4,341,0.01718460534591912,1999,1900.5585,1.0250060276311135
5,103,0.0850894394454423,1999,1143.87175,0.7759160034775317
6,92,0.09419844978734066,1999,2000.9435,1.4606430436141396
7,253,0.056552801294945205,1051,88.1521328125,2.5507277518815963
8,125,0.092859931614088,1999,750.6973125,1.5620199548161547
9,341,0.026388274950858876,1999,2094.633,1.7091688313693911
10,139,0.9071614731189817,1999,1120.77225,1.775372232179078
