run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,133,0.17882890925216216,5000,2631.830905199051,0.2272112309831474
2,92,0.2644387429817829,5000,5048.426259756088,0.33620047561650973
3,103,0.24261509370673834,5000,2544.846900701523,0.30863939539195034
4,135,0.18358518895342454,5000,3068.4741365909576,0.23206515472501618
5,118,0.18138314687077292,5000,3088.7309725284576,0.22929366487592978
6,194,0.12335412252345346,5000,2917.213584423065,0.1565649914617649
7,111,0.22426343949231983,5000,1977.9735746383667,0.29180584022455125
8,142,0.1621926508693053,5000,2640.9112923145294,0.2042690535850875
9,165,0.14572454046057287,5000,2486.4062991142273,0.18498814770728855
10,80,0.25329400932690865,5000,2907.53679728508,0.3266823256369686
