run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,21,0.3071326521540797,5000,1501.8508880138397,1.5769507611942966
2,47,0.11990293585308716,5000,1600.6402521133423,0.6190153001976402
3,45,0.10350849399594603,5000,1581.486998796463,0.5314016626351079
4,53,0.12388350808260505,5000,1636.714022397995,0.6389745682866976
5,53,0.10273704575557323,5000,1571.3361089229584,0.533694261710258
6,50,0.1420939263146178,5000,1638.9595341682434,0.7368054460048135
7,40,0.14168537758256686,5000,1536.768447637558,0.7370951502612119
8,50,0.13005653209001086,5000,1597.8606448173523,0.6705480296608739
9,70,0.08276405890185712,5000,1710.6129839420319,0.4238784130976982
10,43,0.11892311820999776,5000,1522.0530788898468,0.6153483945491734
