run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,451,0.015351923360453023,1999,10609.56,1.1004765260296982
2,363,0.010978791074054996,1999,11566.89,0.5041196189493667
3,324,0.009040750676935369,1999,10205.59925,1.166457000374794
4,295,0.002435755817830062,1999,9669.564,0.5054230228066444
5,385,0.015112179814552775,1999,9345.09625,1.0932599862315216
6,393,0.001214361017400568,1999,9073.175,0.0529084507089394
7,363,0.007398021100515342,1999,9102.5005,1.045385074543666
8,350,0.011260196685791016,1999,9097.21375,0.7052664834159341
9,342,0.01127699089050293,1999,11996.998125,2.00441245237986
10,398,0.001082294393468786,1999,6042.97975,1.02032127159613
