run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,58,0.1787695366995675,1999,511.8496875,1.9088467556451049
2,25,0.25001531812879775,1999,213.283875,2.3524831149313185
3,18,0.31742495586997584,210,39.2981015625,1.4179278867809396
4,84,0.15945231107565072,1999,392.6158125,2.569709560590295
5,76,0.2000049958910261,1999,291.795625,1.7558552027706588
6,100,0.07923641840616862,1999,1070.3695,1.996900699014465
7,59,0.20759113512541117,1999,305.90740625,1.9988984900608397
8,50,0.20250389240406178,1999,309.1508125,1.0989814856262118
9,50,0.30042030947549002,1999,300.33371875,1.0332993695246321
10,37,0.2919544161283053,1999,366.55009375,2.0212402169521036
