run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,294,0.041609744636379946,870,3952.0735,0.3541684580688067
2,447,0.03108683421841137,740,3748.2535,0.17409494844259032
3,230,0.04622471021569294,999,3498.1205,0.16322093243994143
4,232,0.05506781874031856,999,5809.468,0.27129807142572926
5,219,0.051904634797954124,482,2226.44675,0.36737268259025874
6,412,0.030555141782297672,999,5495.692,0.24862971326146383
7,399,0.027631965197417372,999,4502.4595,0.318389854419575
8,516,0.024421828661778177,797,5683.54,1.3589867264331976
9,228,0.04603331549125805,999,3886.73375,0.32088612082920837
10,360,0.03126077651977539,999,4857.106,0.3836962007400062
