run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,363,0.031673284273173855,1999,10060.052,0.941423003353979
2,145,0.08558542975063982,1999,3834.851,0.43057525902986526
3,131,0.09139108293839084,1999,4280.224,1.9578198516983112
4,251,0.052609907203461544,1999,8439.866,0.22963731596431883
5,108,0.11475905665644894,1999,2841.33,0.5981082767248154
6,244,0.05294870157710842,1999,6684.0765,1.3461083231615971
7,135,0.10014168068214699,1999,3603.742,0.609488888140078
8,118,0.09790062500258624,1999,4256.5205,0.48732200264930725
9,60,0.18563667933146158,1999,1584.39725,0.5314191181833545
10,147,0.07439877386806773,1999,8484.721,1.5410435055287517
