run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,72,0.1686817726713327,5000,1572.6910934448242,0.43116454629597595
2,81,0.14621786248549248,5000,1500.1698927879333,0.3709850866696923
3,43,0.29669031133636553,5000,1497.033989906311,0.763439319816073
4,64,0.1950183990519642,5000,1395.77259349823,0.4983877092003556
5,52,0.21857335178651394,5000,1474.8833243846893,0.5627688940567741
6,37,0.2965263284386029,5000,1468.9733443260193,0.7658034977469762
7,54,0.24926623336628695,5000,1365.5538218021393,0.6456803819271116
8,21,0.5135896591675027,5000,1142.1258137226105,1.3721045945706725
9,93,0.1303179179573659,5000,1703.5245831012726,0.33283312014286814
10,64,0.1829106265335939,5000,1450.2520344257355,0.463586682748701
